"serial_no","chapter_name","paragraph_number","paragraph","Word_Count","Sentance_Count","Stop_Words","Post_INFO"
"1413","Thirteen","97","It is funny but the bare-breasts became routine in a few minutes. I guess you get used to good things fast. I'd much prefer to see one topless woman every day for hundred days, rather than a hundred at once. I sat down on the sand. Ish and Omi soon went for a swim in the sea and to see if wet and topless women looked even hotter wet. Yes, we are a sick bunch.","78","6","29","{""PRON"": 6, ""VERB"": 15, ""ADJ"": 10, ""CONJ"": 4, ""DET"": 8, ""NOUN"": 15, ""ADP"": 8, ""PRT"": 4, ""ADV"": 5, ""NUM"": 1, ""."": 2}"
"1414","Thirteen","98","I noticed a brunette in an umbrella next to me. She wore a shirt on top of her bikini  and  had  her  back  to  me.  Her  long  black  hair  fell  over  her  thin  back.  She applied something in her half, probably oil or lotion or any  such thing that girls feel is essential to their existence.","57","4","26","{""PRON"": 11, ""VERB"": 7, ""DET"": 5, ""NOUN"": 13, ""ADP"": 5, ""ADJ"": 7, ""PRT"": 3, ""CONJ"": 3, ""ADV"": 2, ""."": 1}"
"1415","Thirteen","99","Something hurt inside me. I felt like someone pounded my chest. The brunette rubbed her hair exactly like Vidya. I saw Omi and Ish splashing in the water at a distance. They laughed as the pushed each other down.","39","5","13","{""VERB"": 8, ""ADP"": 6, ""PRON"": 6, ""NOUN"": 9, ""ADJ"": 2, ""DET"": 5, ""ADV"": 1, ""CONJ"": 1, ""PRT"": 1}"
"1416","Thirteen","100","Random thoughts  circulated in my  head, like oiled fingers  in  hair.  Wouldn't it be nice if Vidya was here? Isn't this what she longed for most? Freedom above all else?  Didn't  she  have  the  Bondi  spirit,  even  though  I'd  have  killed  her  if  she walked around in a bikini. Wait a minute, I'd kill her or her brother Ish would kill her? Why should I care? But I did say I would kill her? And why am I thinking of her  when  there  are  so  many  beautiful  topless  women  to  distract  me  right  now?","102","9","43","{""NOUN"": 16, ""VERB"": 25, ""ADP"": 10, ""PRON"": 19, ""."": 3, ""ADJ"": 6, ""ADV"": 13, ""DET"": 6, ""CONJ"": 3, ""PRT"": 1}"
"1417","Thirteen","101","And why do I think of her every night before I go to bed? And why does my mind not stop asking stupid questions?","24","2","10","{""CONJ"": 2, ""ADV"": 3, ""VERB"": 6, ""PRON"": 4, ""ADP"": 2, ""DET"": 1, ""NOUN"": 4, ""PRT"": 1, ""ADJ"": 1}"
"1418","Thirteen","102","If  you  began  to  miss  a  girl  thousands  of  miles  away  even  with  naked  breasts around  you,  something  is  seriously  wrong.  I  opened  my  notebook  that  I  carried everywhere. I wanted to make a budget for the next three months. I found a long strand of hair. It didn't belong to Ish or Omi or me. Only one person that I knew had  long  hair.  The  notebook  I  had  opened  to  forget  her  made  me  miss  her  even more.","81","7","28","{""ADP"": 7, ""PRON"": 14, ""VERB"": 17, ""PRT"": 4, ""DET"": 6, ""ADJ"": 6, ""NOUN"": 14, ""ADV"": 8, ""."": 1, ""NUM"": 2, ""CONJ"": 2}"
"1419","Thirteen","103","Omi came running to me. Water dripped from him and fell on my legs. I closed my book.","18","3","8","{""NOUN"": 4, ""VERB"": 5, ""PRT"": 1, ""PRON"": 5, ""ADP"": 2, ""CONJ"": 1}"
"1420","Thirteen","104","'The water is amazing. C'mon inside,' he said, catching his breath.","14","2","3","{""ADJ"": 1, ""NOUN"": 3, ""VERB"": 4, ""ADV"": 1, ""."": 3, ""PRON"": 2}"
"1421","Thirteen","105","'No, I have work. I have to make a call,' I said. 'Call who?' 'Suppliers,' I said without making eye contact. 'From here? Isn't it expensive?' 'Short call, need some coins,' I said as I collected the change.","49","7","10","{""NUM"": 1, ""."": 11, ""PRON"": 8, ""VERB"": 10, ""NOUN"": 8, ""PRT"": 3, ""DET"": 3, ""ADP"": 2, ""ADV"": 2, ""ADJ"": 1}"
"1422","Thirteen","106","'You are working on Bondi? Whatever, I am diving in again,' Omi said and ran back to the sea.","22","2","8","{""NOUN"": 5, ""VERB"": 6, ""ADP"": 2, ""."": 3, ""PRON"": 1, ""ADV"": 2, ""CONJ"": 1, ""PRT"": 1, ""DET"": 1}"
"1423","Thirteen","107","I collected my belongings and walked back to the beach shopping area. I found a public phone.","17","2","5","{""PRON"": 3, ""VERB"": 4, ""NOUN"": 4, ""CONJ"": 1, ""ADV"": 1, ""PRT"": 1, ""DET"": 2, ""ADJ"": 1}"
"1424","Thirteen","108","I dialed her number.","4","1","1","{""PRON"": 2, ""VERB"": 1, ""NOUN"": 1}"
"1425","Fourteen","1","The phone rang twice. I disconnected it. I thought about leaving the booth. I re- inserted  the  coins  and  dialled  again.  'Hello?  Ishaan  bhaiya?'  Vidya  said  as  she picked up the phone.","33","7","10","{""DET"": 4, ""NOUN"": 8, ""ADV"": 3, ""PRON"": 5, ""VERB"": 8, ""CONJ"": 1, ""ADJ"": 1, ""."": 1, ""ADP"": 1, ""PRT"": 1}"
"1426","Fourteen","2","The  phone  gobbled  two  dollars  worth  of  coins.  I  cut  the  phone  again. Fuck, what  the  hell  was  I  doing? I  called  again  with  fresh  coins.  She  picked  up instantly. 'Bhaiya, can you hear me?' I did the cheesiest thing possible. I just breathed. I must have come across as a pervert, but I could not find anything better to say.","65","9","22","{""DET"": 5, ""NOUN"": 10, ""VERB"": 16, ""NUM"": 1, ""ADP"": 6, ""PRON"": 11, ""ADV"": 5, ""."": 4, ""ADJ"": 4, ""PRT"": 2, ""CONJ"": 1}"
"1427","Fourteen","3","'Govind?' she said, her voice careful. Had she guessed my breath? What is with this  kid?  'Hi,'  I  said.  I  could  not  contain  myself  any  longer.  'Govind,  wow.  I  saw the international number. So, tell me?' Of all the phrases ever said on the phone, I hate 'tell me'  the most.  Do I have to tell  something just because I  have  called?","71","11","24","{""NOUN"": 11, ""."": 9, ""PRON"": 14, ""VERB"": 17, ""ADP"": 5, ""DET"": 7, ""ADV"": 5, ""NUM"": 1, ""ADJ"": 1, ""PRT"": 1}"
"1428","Fourteen","4","'Well, I...' 'How is Australia? Having fun? Tell me?' I  could  kill  her  if  she  said  tell  me  again.  But  maybe  I  should  just  tell  her something, I thought.","34","5","10","{""X"": 1, ""."": 5, ""PRON"": 9, ""PRT"": 1, ""VERB"": 8, ""NOUN"": 5, ""ADP"": 1, ""ADV"": 3, ""CONJ"": 1}"
"1429","Fourteen","5","'Yes, it is nice. You will like this place,' I said.","14","2","4","{""X"": 1, ""."": 3, ""PRON"": 3, ""VERB"": 4, ""ADJ"": 1, ""DET"": 1, ""NOUN"": 1}"
"1430","Fourteen","6","'Which place? Tell more no? Where are you now?' 'Bondi  beach.  It  is  beautiful.  Such  a  perfect  place,'  I  said.  Of  course,  I  gave stupid descriptions. But you try to call a girl you are not supposed to call for the first time.","47","8","16","{""ADJ"": 7, ""NOUN"": 8, ""DET"": 4, ""VERB"": 10, ""PRON"": 7, ""ADV"": 2, ""."": 4, ""ADP"": 2, ""CONJ"": 1, ""PRT"": 2}"
"1431","Fourteen","7","To  add  to  the  nervousness,  the  phone  consumed  coins  at  a  ferocious  pace.  I kept adding more change as the damn phone ate a dollar every thirty seconds.","29","2","9","{""PRT"": 2, ""VERB"": 5, ""DET"": 6, ""NOUN"": 10, ""."": 1, ""ADP"": 2, ""ADJ"": 2, ""PRON"": 1}"
"1432","Fourteen","8","'Wow. I have never seen a real beach in my life. How is it? Does the water never end? Can you keep looking until forever?' 'Yeah,  and  the  sky  is  endless  too.' Duh!  Say  something  more  than  borrowing from her phrases.","44","8","17","{""NOUN"": 11, ""PRON"": 5, ""VERB"": 10, ""ADV"": 5, ""DET"": 3, ""ADJ"": 3, ""ADP"": 4, ""PRT"": 1, ""."": 1, ""CONJ"": 1}"
"1433","Fourteen","9","'Where are Ish and Omi?' 'They are in the water. I am in a booth,' I said.","20","3","8","{""DET"": 3, ""VERB"": 4, ""NOUN"": 5, ""CONJ"": 1, ""PRT"": 1, ""ADP"": 2, ""PRON"": 2, ""."": 2}"
"1434","Fourteen","10","She asked the one question I did not want her to ask.","12","1","5","{""PRON"": 3, ""VERB"": 4, ""DET"": 1, ""NUM"": 1, ""NOUN"": 1, ""ADV"": 1, ""PRT"": 1}"
"1435","Fourteen","11","'So, how come you called?' 'Oh nothing. How  is the  preparation going? Integration  is quite important  you know.' 'You called about integration?' 'Well, and other...' 'Do you miss me?' 'Vidya.' 'What?' 'Don't ask silly questions.' 'I miss you. A lot actually,' she said. Her voice became heavy. 'Ok, that's well, that's ... wow,' I said, champion of nonsensical, monosyllabic responses.","83","13","16","{""NOUN"": 16, ""."": 18, ""ADV"": 6, ""PRON"": 9, ""VERB"": 15, ""DET"": 4, ""ADJ"": 6, ""PRT"": 6, ""ADP"": 2, ""CONJ"": 1}"
"1436","Fourteen","12","'Yeah, and not as a tutor. As a friend. As a very good friend.' A  'very  good  friend'  is  a  dangerous  category  with  Indian  girls.  From  here  you can either make fast progress. Or, if you play it wrong, you go down to the lowest category  invented  by  Indian  women  ever - rakhi  brother.  Rakhi  brother  really means 'you  can  talk  to  me, but  don't even freaking  think  about  anything else  you bore'. A  little  voice  in  my  mind  shouted  at  me, 'tell  her  you  miss  her  stupid,  or you'll be getting rakhis for the rest of your life.' 'I do. If you were here, Sydney would be more fun.' 'Wow, that's the nicest thing you ever said to me.' I kept quiet. When you have said something nice, don't be in a hurry to speak again and ruin the good line.","162","13","63","{""NOUN"": 28, ""."": 17, ""CONJ"": 4, ""ADV"": 14, ""ADP"": 14, ""DET"": 12, ""ADJ"": 15, ""PRT"": 6, ""VERB"": 32, ""PRON"": 19, ""NUM"": 1}"
"1437","Fourteen","13","'Can I get you anything from here?' I said.","10","2","3","{""VERB"": 3, ""PRON"": 3, ""NOUN"": 1, ""ADP"": 1, ""ADV"": 1, ""PRT"": 1}"
"1438","Fourteen","14","'Tight budget, isn't it?' she said.","9","2","3","{""VERB"": 3, ""NOUN"": 1, ""."": 2, ""ADV"": 1, ""PRON"": 2}"
"1439","Fourteen","15","'Yeah, but a little something won't hurt...,' I said.","14","1","2","{""NUM"": 1, ""."": 4, ""CONJ"": 1, ""DET"": 1, ""ADJ"": 1, ""NOUN"": 1, ""VERB"": 3, ""ADV"": 1, ""PRON"": 1}"
"1440","Fourteen","16","'I have an idea. Get me some sand from the beach you are on right now. That way I will have a piece of Sydney with me.' Sand? Now that was a weird request. At least it was cheap. Free, rather.","44","7","21","{""PRT"": 1, ""PRON"": 6, ""VERB"": 6, ""DET"": 7, ""NOUN"": 11, ""ADP"": 5, ""ADV"": 3, ""."": 2, ""ADJ"": 3}"
"1441","Fourteen","17","'Really?' I said.","4","2","0","{""ADV"": 1, ""PRT"": 1, ""PRON"": 1, ""VERB"": 1}"
"1442","Fourteen","18","'Yeah, bring me a matchbox full of sand. And put some feelings in it if there is space,' she said.","23","2","10","{""NOUN"": 4, ""."": 3, ""VERB"": 4, ""PRON"": 3, ""DET"": 3, ""ADJ"": 2, ""ADP"": 3, ""CONJ"": 1}"
"1443","Fourteen","19","The phone display blinked. It threatened me to feed it with more money or my first romantic conversation would be murdered. I had no coins left.","26","3","10","{""DET"": 2, ""NOUN"": 5, ""VERB"": 8, ""PRON"": 5, ""PRT"": 1, ""ADP"": 1, ""ADV"": 1, ""CONJ"": 1, ""ADJ"": 2}"
"1444","Fourteen","20","'Listen, I have to go now. No more change,' I said.","14","2","4","{""NUM"": 1, ""."": 3, ""PRON"": 2, ""VERB"": 3, ""PRT"": 1, ""ADV"": 3, ""NOUN"": 1}"
"1445","Fourteen","21","'Sure, come back soon. Someone's missing you.' 'Back in three days. I miss you too,' I said and cleared my throat. Wow, I could actually say what I felt after all.","37","5","9","{""NOUN"": 5, ""."": 6, ""VERB"": 8, ""ADV"": 4, ""PRT"": 1, ""PRON"": 8, ""ADP"": 2, ""NUM"": 1, ""CONJ"": 1, ""DET"": 1}"
"1446","Fourteen","22","'And I want to tell you something...,' she said.","12","1","3","{""NOUN"": 2, ""PRON"": 3, ""VERB"": 3, ""PRT"": 1, ""."": 3}"
"1447","Fourteen","23","'What?' Beep. Beep.  Beep.  A stupid Australian company called Telstra ruined  my first romantic moment.","16","5","1","{""DET"": 1, ""."": 1, ""NOUN"": 7, ""ADJ"": 4, ""VERB"": 2, ""PRON"": 1}"
"1448","Fourteen","24","I walked  back. I  thought about  the girl  who only  wanted sand. I  also thought how  much  money  telecom  companies  must  make  given  a  tiny  call  cost  me  as much as a meal.","33","3","10","{""PRON"": 5, ""VERB"": 7, ""ADV"": 6, ""ADP"": 2, ""DET"": 3, ""NOUN"": 8, ""ADJ"": 2}"
"1449","Fourteen","25","I passed a trendy outdoor restaurant called Blue Orange Cafe. Australians give the  word  laid-back new  meaning.  People  sit  with  a  glass  of  beer  for  hours.","26","3","6","{""PRON"": 1, ""VERB"": 4, ""DET"": 3, ""ADJ"": 4, ""NOUN"": 11, ""ADP"": 3}"
"1450","Fourteen","26","Beautiful  waitresses  scampered  around  getting  people  burgers  and  toasted sandwiches.","10","1","1","{""ADJ"": 1, ""NOUN"": 4, ""VERB"": 3, ""ADP"": 1, ""CONJ"": 1}"
"1451","Fourteen","27","I took a match box from the bar and emptied the sticks in a dustbin. I walked back  to  the  shore  until  the  surfy water  touched  my  toes.  I  looked  around  and bent over. I stuffed some sand in the matchbox and put it in my pocket.","47","4","21","{""PRON"": 7, ""VERB"": 7, ""DET"": 8, ""NOUN"": 12, ""ADP"": 6, ""CONJ"": 3, ""ADV"": 2, ""PRT"": 1, ""ADJ"": 1}"
"1452","Fourteen","28","'Hey,  what  are  you  doing?'  Omi  said  as  he  emerged  from  the  waves  like  the world's ugliest mermaid.","21","2","9","{""NOUN"": 5, ""."": 2, ""PRON"": 3, ""VERB"": 4, ""ADP"": 3, ""DET"": 2, ""PRT"": 1, ""ADJ"": 1}"
"1453","Fourteen","29","'Nothing, what are you doing this side? The waves are better at the other end,' I said.","20","2","9","{""VERB"": 5, ""."": 3, ""PRON"": 3, ""DET"": 3, ""NOUN"": 3, ""ADV"": 1, ""ADP"": 1, ""ADJ"": 1}"
"1454","Fourteen","30","'I came to meet you. Can I borrow a few coins for a Coke. I feel thirsty.' 'Coins are finished. Have some cash left for today, but let's use it to eat lunch.' 'Finished?' Omi said.","42","7","12","{""PRT"": 5, ""PRON"": 6, ""VERB"": 13, ""DET"": 3, ""ADJ"": 2, ""NOUN"": 8, ""ADP"": 2, ""."": 2, ""CONJ"": 1}"
"1455","Fourteen","31","'Yeah,'  I  said,  irritated.  I don't  like  it  when  people  less  sensible  than  me question me.","20","2","6","{""NUM"": 1, ""."": 3, ""PRON"": 5, ""VERB"": 5, ""ADV"": 3, ""NOUN"": 1, ""ADJ"": 1, ""ADP"": 1}"
"1456","Fourteen","32","'Who did you call?' Omi said.","7","2","2","{""PRT"": 1, ""VERB"": 3, ""PRON"": 1, ""."": 1, ""NOUN"": 1}"
"1457","Fourteen","33","'Supplier.' 'Which one?' 'Fuck off Omi, let's go get lunch. Will you get dry first.' 'Vidya?' I  looked  at  him  dumbstruck.  What  a  random  guess.  And  what  the  hell  is  his business anyway. 'What?' I said, surprised. 'Don't lie to me.' 'C'mon Omi why would I call Vidya?' 'I'm not that stupid.' 'You are,' I said.","73","14","15","{""ADJ"": 5, ""."": 10, ""NUM"": 1, ""PRT"": 9, ""ADP"": 4, ""NOUN"": 12, ""VERB"": 14, ""PRON"": 11, ""DET"": 2, ""CONJ"": 1, ""ADV"": 4}"
"1458","Fourteen","34","We walked towards the restaurant with me three steps ahead of him.","12","1","5","{""PRON"": 3, ""VERB"": 1, ""ADP"": 3, ""DET"": 1, ""NOUN"": 2, ""NUM"": 1, ""ADV"": 1}"
"1459","Fourteen","35","'I've seen the way you guys look at each other,' he said as he tried to catch up with me.","24","1","12","{""PRT"": 3, ""PRON"": 5, ""VERB"": 7, ""DET"": 2, ""NOUN"": 1, ""ADP"": 3, ""ADJ"": 1, ""."": 2}"
"1460","Fourteen","36","'Get lost,' I said and walked faster. We came to Campbell Parade, a strip of bars and cafes near the beach.","24","2","6","{""NOUN"": 7, ""VERB"": 4, ""."": 3, ""PRON"": 2, ""CONJ"": 2, ""ADV"": 1, ""PRT"": 1, ""DET"": 2, ""ADP"": 2}"
"1461","Fourteen","37","'And I've noticed. You never talk about her since you started teaching her,' he said.","18","2","5","{""PRT"": 1, ""PRON"": 6, ""VERB"": 6, ""ADV"": 1, ""ADP"": 2, ""."": 2}"
"1462","Fourteen","38","I went inside 'Hog's Breath Cafe'. After five days in this country the name didn't seem weird anymore.","21","2","4","{""PRON"": 1, ""VERB"": 3, ""ADP"": 3, ""NOUN"": 6, ""PRT"": 2, ""NUM"": 1, ""DET"": 2, ""ADV"": 2, ""ADJ"": 1}"
"1463","Fourteen","39","We  sat  facing  each  other.  I  lifted  the  menu  to  cover  my  face  and  avoid conversation.","16","2","6","{""PRON"": 3, ""VERB"": 4, ""DET"": 2, ""ADJ"": 2, ""NOUN"": 3, ""PRT"": 1, ""CONJ"": 1}"
"1464","Fourteen","40","'You can hide if you want. But I know.' I slid the menu down.","15","3","5","{""NOUN"": 2, ""VERB"": 5, ""ADP"": 1, ""PRON"": 3, ""CONJ"": 1, ""."": 1, ""DET"": 1, ""PRT"": 1}"
"1465","Fourteen","41","'It's nothing, ok maybe something. But nothing to worry about,' I said.","16","2","2","{""NOUN"": 4, ""PRT"": 2, ""."": 3, ""ADJ"": 1, ""ADV"": 2, ""CONJ"": 1, ""VERB"": 2, ""PRON"": 1}"
"1466","Fourteen","42","I hid behind the menu again.","6","1","2","{""PRON"": 1, ""VERB"": 1, ""ADP"": 1, ""DET"": 1, ""NOUN"": 1, ""ADV"": 1}"
"1467","Fourteen","43","'There is an unspoken rule among Indian men, and you broke it.' 'What rule?' I said and slammed the menu on the table.","26","3","9","{""DET"": 4, ""VERB"": 4, ""ADJ"": 2, ""NOUN"": 5, ""ADP"": 2, ""."": 3, ""CONJ"": 2, ""PRON"": 4}"
"1468","Fourteen","44","'You  don't  hit  upon  your  best  friend's  sister.  You  just don't.  It  is  against  the protocol.' 'Protocol?  What  is this,  the army? And I didn't hit  on her. She  hit upon  me,' I said.","42","7","14","{""NOUN"": 5, ""VERB"": 9, ""ADV"": 4, ""ADP"": 4, ""PRON"": 9, ""ADJ"": 1, ""PRT"": 3, ""DET"": 3, ""."": 3, ""CONJ"": 1}"
"1469","Fourteen","45","'But you let her hit upon you. You let her.' 'Well, it wasn't exactly like being hit.","20","3","7","{""ADP"": 3, ""PRON"": 6, ""VERB"": 6, ""."": 2, ""X"": 1, ""ADV"": 2}"
"1470","Fourteen","46","it didn't hurt. It felt good,' I said.","11","2","2","{""PRON"": 3, ""VERB"": 4, ""ADV"": 1, ""ADJ"": 1, ""."": 2}"
"1471","Fourteen","47","I played with the toothpicks on the table to avoid eye Contact.","12","1","5","{""PRON"": 1, ""VERB"": 2, ""ADP"": 2, ""DET"": 2, ""NOUN"": 4, ""PRT"": 1}"
"1472","Fourteen","48","'Fuck man, how far are you guys?' 'What? Hey Omi, go call Ish for lunch. We are here and he has no idea.' 'Yes, he really has no idea,' Omi said and left.","40","5","14","{""PRT"": 2, ""NOUN"": 10, ""."": 6, ""ADV"": 4, ""VERB"": 7, ""PRON"": 5, ""ADJ"": 1, ""ADP"": 1, ""CONJ"": 2, ""DET"": 2}"
"1473","Fourteen","49","A  noisy  gang  played  on  the  pool  table  near  us. I  had  five  minutes  until  Ish came back. Thoughts came to me. Will Omi say something stupid to him? No, Omi was not that stupid.","36","5","11","{""DET"": 2, ""ADJ"": 3, ""NOUN"": 11, ""VERB"": 6, ""ADP"": 4, ""PRON"": 4, ""NUM"": 1, ""ADV"": 2, ""PRT"": 2, ""."": 1}"
"1474","Fourteen","50","Omi and Ish walked in laughing. Ok, all is good.","11","2","4","{""NOUN"": 3, ""CONJ"": 1, ""VERB"": 3, ""ADP"": 1, ""."": 1, ""DET"": 1, ""ADJ"": 1}"
"1475","Fourteen","51","'Hog's Breath? Can you think of a worse name for a restaurant?' Ish said and laughed.","18","3","6","{""NOUN"": 5, ""PRT"": 2, ""VERB"": 4, ""PRON"": 1, ""ADP"": 2, ""DET"": 2, ""ADJ"": 1, ""CONJ"": 1}"
"1476","Fourteen","52","I can, Omi said.","5","1","1","{""PRON"": 1, ""VERB"": 2, ""."": 1, ""NOUN"": 1}"
"1477","Fourteen","53","'Don't say it. Anyway, where's the toilet? I have to go siphon the...,' Ish said.","21","3","6","{""VERB"": 6, ""ADV"": 3, ""PRON"": 2, ""."": 4, ""DET"": 3, ""NOUN"": 2, ""PRT"": 1}"
"1478","Fourteen","54","'Over  there,'  I  interrupted  him  and  pointed  to  the  corner.  I had enough  of Aussies for a lifetime.","20","2","9","{""ADV"": 2, ""."": 2, ""PRON"": 3, ""VERB"": 3, ""CONJ"": 1, ""PRT"": 1, ""DET"": 2, ""NOUN"": 4, ""ADP"": 2}"
"1479","Fourteen","55","'Are  you  intimate  with  her?'  Omi  continued.  'Did  you  say  anything  to  him?'  I said. 'You think I'm stupid?' 'Yeah.' 'I didn't. Now tell me, what stage are you in the relationship?' Omi said.","43","9","13","{""ADP"": 3, ""PRON"": 10, ""VERB"": 10, ""PRT"": 7, ""NOUN"": 5, ""."": 4, ""ADJ"": 1, ""ADV"": 2, ""DET"": 1}"
